Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage (kmpl),Power (bhp),Seats,year_diff_from_2021
Mumbai,9.71202433782489,Petrol,Manual,First,18.9,4.418840607796598,5.0,2.0794415416798357
Pune,11.695255355062795,Diesel,Manual,First,22.9,4.31748811353631,5.0,2.302585092994046
Hyderabad,11.872528118980295,Diesel,Manual,First,22.0,4.845760650906022,5.0,2.6390573296152584
Mumbai,10.859018228147887,Petrol,Manual,First,17.0,4.394449154672439,5.0,2.4849066497880004
Coimbatore,10.30293458831873,Diesel,Automatic,First,11.57,5.544356795339151,5.0,1.6094379124341003
Bangalore,10.950824090522445,Diesel,Manual,Second,15.8,5.14166355650266,5.0,2.0794415416798357
Hyderabad,11.390769130367211,Diesel,Manual,First,23.2,4.316687793365541,5.0,2.0794415416798357
Bangalore,10.239995502805316,Diesel,Manual,First,19.67,4.845760650906022,5.0,1.791759469228055
Pune,11.112462823634855,Petrol,Manual,First,19.0,4.206184043977636,5.0,2.4849066497880004
Delhi,10.165890277802454,Diesel,Manual,First,19.64,4.695467823968872,5.0,1.791759469228055
Delhi,11.695255355062795,Diesel,Manual,First,17.8,4.343805421853684,5.0,2.4849066497880004
Coimbatore,10.858672021035643,Diesel,Automatic,First,16.55,5.556828061699537,5.0,1.6094379124341003
Bangalore,10.491301994830229,Petrol,Manual,Second,20.36,4.380775852772229,5.0,2.4849066497880004
Pune,10.757924157061597,Diesel,Manual,First,12.8,4.634728988229636,7.0,1.791759469228055
Mumbai,11.002116507732017,Petrol,Manual,Third,17.3,4.110873864173311,5.0,2.995732273553991
Hyderabad,10.342580841624276,Diesel,Manual,First,28.4,4.31748811353631,5.0,1.3862943611198906
Pune,11.561725152903833,Diesel,Manual,Second,12.05,4.795790545596741,8.0,2.1972245773362196
Pune,11.710964518881163,Diesel,Manual,First,22.95,4.31748811353631,5.0,1.6094379124341003
Mumbai,10.029943976488687,Petrol,Manual,First,18.88,4.822215178840431,5.0,1.6094379124341003
Jaipur,11.19822841866684,Diesel,Manual,First,23.4,4.31748811353631,5.0,2.302585092994046
Kochi,10.380590918897086,Petrol,Manual,First,22.74,3.877431560658527,5.0,1.791759469228055
Jaipur,10.915106645867503,Petrol,Manual,First,17.0,4.77912349311153,5.0,2.3978952727983707
Kochi,9.33149549353265,Diesel,Automatic,First,12.07,5.490589254195159,7.0,1.3862943611198906
