Kilometers_Driven,Transmission,Owner_Type,Mileage (kmpl),Engine (CC),Power (bhp),Seats,Price,year_diff_from_2021,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_LPG,Fuel_Type_Petrol,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune
10.857478611593109,1,0,16.8,7.311886164077165,4.76473475565943,5.0,1.4469189829363254,2.302585092994046,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.896757843893464,1,0,23.08,7.2875606403097235,4.160444363926624,5.0,1.4469189829363254,2.302585092994046,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10.896757843893464,1,2,20.92,6.906754778648554,4.220977213155467,5.0,1.0116009116784799,2.1972245773362196,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10.53025451707913,1,0,17.5,7.090076835776092,4.49647076906475,5.0,2.2925347571405443,1.3862943611198906,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12.476103599529843,1,1,12.8,7.822044008185619,4.634728988229636,7.0,1.3862943611198906,2.70805020110221,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.034905792929415,1,0,19.01,7.2875606403097235,4.695467823968872,5.0,2.0476928433652555,2.1972245773362196,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11.38071890864812,1,0,14.53,7.4949862339505335,4.935193098929397,5.0,1.9095425048844386,2.302585092994046,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11.184435286790631,0,2,11.18,7.89989532313973,5.220355825078324,7.0,2.5257286443082556,2.1972245773362196,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10.463131911491967,0,0,12.4,7.900636613018005,5.195730777772936,5.0,2.4423470353692043,2.4849066497880004,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10.922912323307218,1,2,16.09,7.377133712833954,4.6491870714048655,5.0,1.9430489167742813,2.0794415416798357,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11.336391129857876,1,2,14.0,6.967909201801884,4.174387269895637,5.0,0.6151856390902335,2.5649493574615367,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10.821297130379554,1,0,24.3,7.130098510125578,4.4942386252808095,5.0,2.155244505095337,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10.859018228147887,1,0,18.15,7.089243155027514,4.418840607796598,5.0,1.5789787049493917,1.6094379124341003,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11.350418300109132,0,0,11.74,8.002359546252707,5.5443958891447425,5.0,3.332204510175204,2.1972245773362196,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11.034905792929415,1,0,22.07,7.090076835776092,4.316153890523174,5.0,1.6094379124341003,2.1972245773362196,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11.407576060361786,1,2,19.7,6.680854678790215,3.856510295497887,5.0,0.22314355131420976,2.6390573296152584,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9.888323152016355,1,0,25.4,6.437751649736401,3.6506582412937387,4.0,0.4252677354043441,2.0794415416798357,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.00034199390001,1,0,25.32,7.089243155027514,4.356708826689592,6.0,1.7191887763932197,1.6094379124341003,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10.476949890150093,1,0,18.5,7.088408778675395,4.429625613473161,5.0,1.556037135706985,2.0794415416798357,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.744515799909736,0,0,14.62,7.600902459542082,5.01674989509611,5.0,2.180417459019838,2.0794415416798357,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10.8590374583624,0,0,14.28,7.4949862339505335,4.9346897371814515,5.0,2.3135250330323798,1.791759469228055,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.968301732454014,1,2,14.9,7.596894438144544,4.729156165769083,5.0,1.4469189829363254,2.6390573296152584,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11.166271570741877,1,0,11.25,7.899153483343097,5.104125637183595,7.0,2.3933394562625097,2.302585092994046,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11.225256725762893,1,0,24.4,7.02197642307216,4.276666119016055,5.0,1.3480731482996928,2.0794415416798357,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11.235866764155578,1,2,16.55,7.823645930834952,4.663439094112067,6.0,1.7047480922384253,2.302585092994046,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9.521421537856195,0,0,17.11,7.585281078639126,5.166669912482037,5.0,3.064791809485486,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10.859018228147887,1,0,22.9,7.130098510125578,4.31748811353631,5.0,1.4469189829363254,2.0794415416798357,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10.87806606028079,1,0,17.8,7.130098510125578,4.330733340286331,5.0,1.1939224684724346,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11.092108111907391,1,0,28.4,7.130098510125578,4.31748811353631,5.0,1.3480731482996928,2.1972245773362196,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10.896757843893464,1,3,18.9,7.088408778675395,4.418840607796598,5.0,1.2809338454620642,1.9459101490553132,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10.571342565808699,1,0,15.04,7.377133712833954,4.646312129319266,5.0,1.3837912309017721,1.9459101490553132,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9.713718330607016,1,0,25.17,6.684611727667927,3.9945242269398897,5.0,1.1939224684724346,1.6094379124341003,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.373522431293592,1,0,20.36,7.088408778675395,4.380775852772229,5.0,0.7275486072772777,2.4849066497880004,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11.710242360910554,0,0,13.29,7.59890045687141,5.001258132283659,5.0,2.0476928433652555,2.4849066497880004,1,0,0,0,0,0,0,0,1,0,0,0,0,0
10.579005242826247,1,0,18.2,6.906754778648554,4.220977213155467,5.0,0.8109302162163288,2.4849066497880004,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9.99884318585288,1,0,13.68,7.780720886117918,5.002603122398992,8.0,2.803360380906535,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.184435286790631,1,0,20.0,7.24422751560335,4.23410650459726,5.0,1.0116009116784799,2.4849066497880004,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10.968215530759236,0,0,11.74,7.493873886783559,5.231108616854587,5.0,3.2846635654062037,1.9459101490553132,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11.082157933374816,1,2,15.8,7.67275789664251,5.14166355650266,5.0,2.302585092994046,2.3978952727983707,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12.08954444723597,1,0,25.0,7.242082359256962,4.248495242049359,5.0,0.9162907318741551,1.791759469228055,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11.09232133801926,0,0,16.55,7.585281078639126,4.948759890378168,5.0,2.6026896854443837,2.302585092994046,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11.050905878263567,0,2,16.4,7.311886164077165,4.3694478524670215,5.0,0.6151856390902335,2.70805020110221,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11.050905878263567,1,0,24.52,7.130098510125578,4.4942386252808095,7.0,2.0980179272527715,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.472781556562168,1,0,22.1,7.242082359256962,4.49647076906475,5.0,2.3513752571634776,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.19822841866684,0,0,8.5,8.47782846789396,6.2166061010848646,5.0,2.6741486494265287,2.6390573296152584,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.928273880563582,1,0,15.1,7.687080155783135,4.948759890378168,7.0,2.2669579153508947,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10.718387656089568,0,0,16.95,7.088408778675395,4.380775852772229,5.0,1.247032293786383,2.302585092994046,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.934302683138412,1,0,19.64,7.2875606403097235,4.695924549256556,5.0,1.9344157696295783,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10.526775414924009,0,2,16.5,7.089243155027514,4.475061500641071,5.0,1.8656293177945105,1.791759469228055,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10.933124826700707,0,2,18.53,7.585281078639126,5.240370406593187,5.0,3.3843902633457743,2.0794415416798357,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11.618293980596055,1,0,17.8,7.24422751560335,4.23410650459726,5.0,0.6931471805599453,2.6390573296152584,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12.345838935721968,1,3,12.4,7.6004023345004,4.890349128221754,8.0,1.5040773967762742,2.772588722239781,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11.552155793461898,1,0,12.8,7.822044008185619,4.634728988229636,7.0,2.463853240590168,2.302585092994046,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11.462694763725304,1,0,22.9,7.130098510125578,4.31748811353631,5.0,1.3217558399823195,2.302585092994046,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11.156264806643742,1,0,17.57,7.085064293952548,4.49647076906475,5.0,1.5040773967762742,1.6094379124341003,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10.914087963881025,1,0,18.0,7.089243155027514,4.473921899378137,5.0,1.572773928062509,1.791759469228055,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11.161067472299884,1,0,20.0,7.24422751560335,4.23410650459726,5.0,1.0296194171811581,2.302585092994046,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11.509308933195687,1,0,23.2,7.130098510125578,4.316687793365541,5.0,1.1346227261911428,2.1972245773362196,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10.859018228147887,1,0,17.8,7.311886164077165,4.773223770984341,5.0,1.1786549963416462,2.5649493574615367,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11.225256725762893,0,2,16.73,7.59890045687141,5.389071729816501,5.0,2.631888840136646,2.3978952727983707,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11.47190553419522,1,0,20.36,7.088408778675395,4.380775852772229,5.0,0.8109302162163288,2.5649493574615367,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.680406499268875,1,0,18.9,7.088408778675395,4.418840607796598,5.0,1.749199854809259,1.791759469228055,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11.208382035443035,1,0,17.0,6.99117688712121,4.144720769547168,5.0,0.7419373447293773,2.70805020110221,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9.849559210510572,1,0,17.8,7.089243155027514,4.473921899378137,5.0,1.6094379124341003,1.791759469228055,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11.580593459194764,1,0,13.0,8.000684784514748,5.1328529268205045,7.0,2.803360380906535,2.0794415416798357,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10.786593717019239,0,0,17.68,7.585281078639126,5.166669912482037,5.0,3.6783239401744194,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10.950824090522445,1,0,22.7,7.312553498102598,4.5090997172373575,5.0,1.7047480922384253,2.1972245773362196,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10.968215530759236,1,0,15.1,7.687080155783135,4.948759890378168,7.0,2.0918640616783932,2.0794415416798357,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10.308985993422082,1,0,25.8,7.312553498102598,4.601162164590552,5.0,1.252762968495368,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10.440360967783612,1,0,22.07,7.090076835776092,4.316153890523174,5.0,1.0260415958332743,2.1972245773362196,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11.156293377256013,1,0,16.2,7.309212365692763,4.709530201312334,5.0,1.2383742310432684,2.4849066497880004,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11.034905792929415,1,0,18.9,6.906754778648554,4.220977213155467,5.0,1.4929040961781488,1.791759469228055,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11.034921921571465,1,0,15.26,7.377133712833954,4.6491870714048655,5.0,0.9745596399981308,2.4849066497880004,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11.276684009386841,1,2,23.0,7.242082359256962,4.51085950651685,5.0,1.33500106673234,2.3978952727983707,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10.31496786629908,1,0,18.5,7.088408778675395,4.429029488269218,5.0,1.536867219599265,2.0794415416798357,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.399767904860083,1,0,19.83,7.089243155027514,4.219507705176107,7.0,1.3737155789130306,1.6094379124341003,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10.308985993422082,0,0,14.94,7.995643604287271,5.490589254195159,5.0,2.2823823856765264,2.4849066497880004,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11.097425172408931,1,2,17.0,7.088408778675395,4.394449154672439,5.0,0.9932517730102834,2.5649493574615367,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11.4494636972589,1,0,14.0,6.680854678790215,3.58351893845611,5.0,0.8796267475025636,2.4849066497880004,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10.87806606028079,1,0,17.71,7.088408778675395,4.380775852772229,5.0,1.3609765531356006,2.0794415416798357,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.264476926102367,0,2,14.74,8.004365564979574,5.605434351638425,5.0,3.1780538303479458,2.3978952727983707,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11.082157933374816,1,2,16.0,7.687080155783135,4.948759890378168,7.0,1.749199854809259,2.302585092994046,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10.596659732783579,0,0,22.32,7.367077059881012,4.846703602413892,5.0,1.6582280766035324,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10.308985993422082,0,0,11.36,7.9215356321335495,5.150397236471415,7.0,2.9575110607337933,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10.546761482600346,1,0,15.1,7.087573705557973,4.30406509320417,5.0,1.3635373739972745,1.6094379124341003,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10.146472946063877,1,0,25.4,6.437751649736401,3.6506582412937387,4.0,0.7654678421395714,2.0794415416798357,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10.934677164886804,0,0,22.69,7.59890045687141,5.25227342804663,5.0,3.0325462466767075,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.171687892148547,1,0,13.5,7.495541943884256,4.875197323201151,5.0,1.208960345836975,2.4849066497880004,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10.915106645867503,1,0,12.99,7.822044008185619,4.6210435351443815,7.0,2.4078456036515385,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.39516093745751,0,0,23.3,7.59337419312129,5.017279836814924,5.0,2.995732273553991,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,0
10.593705446923497,0,0,19.15,7.089243155027514,4.343025897324149,5.0,1.8794650496471605,1.791759469228055,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11.759793355371237,0,0,10.8,7.823245690685523,5.375278407684165,5.0,1.9459101490553132,2.5649493574615367,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.915106645867503,1,0,24.3,7.130098510125578,4.4942386252808095,5.0,2.0149030205422647,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.532737896139919,1,2,17.0,6.99117688712121,4.144720769547168,5.0,-0.16251892949777494,2.833213344056216,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.892173361825634,0,2,15.0,7.670428522190693,4.684905154006945,5.0,2.8183982582710754,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.235130540783402,1,0,22.0,7.367077059881012,4.845760650906022,5.0,2.3933394562625097,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10.689099960768168,1,0,18.9,6.906754778648554,4.220977213155467,5.0,0.8960880245566357,2.3978952727983707,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10.39467153604683,0,0,21.9,6.437751649736401,3.6501386257975055,4.0,1.172482137234565,1.6094379124341003,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10.645448706505872,1,0,12.05,7.687080155783135,4.795790545596741,8.0,2.0476928433652555,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10.252488123663166,0,0,11.7,7.493873886783559,5.187385805840755,5.0,2.2353763433005955,2.5649493574615367,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11.40646434386837,1,0,26.6,6.906754778648554,4.080245637842599,5.0,1.1786549963416462,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.77270764101727,1,2,10.8,7.764296006450518,5.030437921392435,5.0,1.6582280766035324,2.70805020110221,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10.915106645867503,0,0,21.21,7.312553498102598,4.646312129319266,5.0,1.9810014688665833,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10.698423878998108,1,0,20.73,7.2254814727822945,4.522874943261261,5.0,2.010894999144726,1.6094379124341003,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.896757843893464,0,0,16.0,7.687080155783135,4.948759890378168,7.0,2.583997552432231,1.791759469228055,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10.316689322016014,1,0,21.1,7.088408778675395,4.463606621666305,5.0,1.7595805708638197,1.791759469228055,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11.390769130367211,1,0,24.07,6.906754778648554,4.220977213155467,5.0,0.9555114450274363,2.0794415416798357,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9.500993027872797,0,0,19.0,8.005367067316664,5.894595653139661,2.0,3.9889840465642745,1.6094379124341003,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9.445096238618559,0,0,17.0,7.3727463664043285,4.8064770426931265,5.0,2.4423470353692043,1.0986122886681098,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11.45514803605056,1,2,19.7,6.680854678790215,3.856510295497887,5.0,0.47000362924573563,2.4849066497880004,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10.367913153467802,0,0,20.58,7.59890045687141,4.969813299576001,5.0,2.8460714989995846,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9.392745258631441,0,0,19.0,7.090076835776092,4.49647076906475,5.0,1.791759469228055,1.9459101490553132,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11.391650088183392,1,0,13.5,7.495541943884256,4.875197323201151,5.0,1.3737155789130306,2.302585092994046,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10.713661927620947,0,0,19.27,7.670428522190693,5.14166355650266,5.0,2.8875901149342877,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10.71541726908554,1,0,25.8,7.312553498102598,4.601162164590552,5.0,1.308332819650179,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10.440127111195098,1,0,22.0,7.088408778675395,4.416428061391214,5.0,1.691939133945844,1.791759469228055,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11.299237072426774,1,3,17.0,6.99117688712121,4.144720769547168,5.0,0.5128236264286637,2.6390573296152584,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11.421204835016438,1,0,11.5,8.000684784514748,5.147494476813453,7.0,2.6019486702196644,2.302585092994046,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10.566201298475118,1,0,18.6,7.090076835776092,4.354141431184346,5.0,1.0473189942805592,2.0794415416798357,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11.326607934898927,1,0,21.14,7.312553498102598,4.649378440652412,5.0,1.55814461804655,2.1972245773362196,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10.628230294685824,1,0,20.73,7.2254814727822945,4.522874943261261,5.0,2.2925347571405443,1.3862943611198906,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10.043292972227004,0,0,11.05,7.970740390007095,6.09807428216624,4.0,3.6109179126442243,2.1972245773362196,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10.778977123006351,0,0,21.76,7.59890045687141,5.25227342804663,5.0,3.2771447329921766,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10.783425454944485,0,0,17.11,7.585281078639126,5.166669912482037,5.0,3.1493113614822916,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10.463131911491967,1,0,22.9,7.130098510125578,4.31748811353631,5.0,1.8325814637483102,1.791759469228055,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10.471014819171423,0,0,7.81,8.60557030203365,5.896879104618114,5.0,3.4011973816621555,2.4849066497880004,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10.908173703172075,0,0,21.66,7.312553498102598,4.649378440652412,5.0,2.288486168614544,1.791759469228055,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11.827721606163557,0,0,17.2,7.585281078639126,4.935193098929397,5.0,2.1400661634962708,2.302585092994046,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.569621915779866,1,0,21.1,6.703188113240863,4.028916756899646,5.0,1.4422019930581866,1.0986122886681098,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11.091864369237507,1,0,22.07,7.090076835776092,4.316153890523174,5.0,1.252762968495368,2.302585092994046,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8.699681400989514,1,0,20.63,7.089243155027514,4.22038966907276,5.0,0.9162907318741551,1.791759469228055,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10.412741942560633,1,0,19.4,7.089243155027514,4.475061500641071,5.0,0.8712933659434193,2.1972245773362196,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10.275085591132715,0,0,14.8,7.3752557780097545,4.801558999993482,5.0,2.4203681286504293,2.1972245773362196,0,0,0,1,0,0,0,1,0,0,0,0,0,0
10.665040765760134,1,0,26.0,7.312553498102598,4.601162164590552,5.0,1.9615022438151495,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11.407576060361786,1,0,12.99,7.822044008185619,4.6210435351443815,7.0,2.388762789235098,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.08605907808529,1,0,20.4,7.088408778675395,4.416428061391214,5.0,1.824549292051046,1.6094379124341003,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.397970356961945,1,0,15.1,7.687080155783135,4.948759890378168,7.0,2.066862759472976,2.302585092994046,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.904284887350814,1,0,22.7,7.312553498102598,4.5090997172373575,5.0,1.4861396960896067,2.0794415416798357,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11.788782901155349,1,0,13.0,8.000684784514748,5.1328529268205045,7.0,2.6026896854443837,2.302585092994046,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11.082157933374816,0,0,21.5,7.312553498102598,4.695924549256556,5.0,1.8325814637483102,2.1972245773362196,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11.099287046172902,1,2,20.0,7.24422751560335,4.23410650459726,5.0,0.7419373447293773,2.4849066497880004,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10.62135173563291,0,0,15.3,8.004365564979574,5.556828061699537,5.0,3.8066624897703196,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,0,1,0
